disease,symptom_text,description,precaution_1,precaution_2,precaution_3,precaution_4,training_text
diabetes,"i constantly have a dry cough my infections dont seem to be healing, and i have palpitations my throat hurts occasionally, but it does appear to get better",,,,,,"i constantly have a dry cough my infections dont seem to be healing, and i have palpitations my throat hurts occasionally, but it does appear to get better"
diabetes,"ive been drinking more water and urinating more frequently my throat and mouth frequently feel dry recently, both my hunger and appetite have grown",,,,,,"ive been drinking more water and urinating more frequently my throat and mouth frequently feel dry recently, both my hunger and appetite have grown"
diabetes,"my vision is foggy, and it appears to be growing worse i feel exhausted and worn out all the time i also have severe dizziness and lightheadedness on occasion",,,,,,"my vision is foggy, and it appears to be growing worse i feel exhausted and worn out all the time i also have severe dizziness and lightheadedness on occasion"
diabetes,"my throat and mouth are dry ive also been getting hungry more and more i do, however, occasionally feel rather exhausted",,,,,,"my throat and mouth are dry ive also been getting hungry more and more i do, however, occasionally feel rather exhausted"
diabetes,my wound is recovering more slowly now both my hands and feet are tingling and going numb i feel very weak,,,,,,my wound is recovering more slowly now both my hands and feet are tingling and going numb i feel very weak
diabetes,"my emotions change, and i have difficulties focusing at times, my mind might be cloudy and hazy, making it challenging for me to do even simple tasks",,,,,,"my emotions change, and i have difficulties focusing at times, my mind might be cloudy and hazy, making it challenging for me to do even simple tasks"
diabetes,"my entire body is trembling and shaky ive lost my ability to taste and smell, and im worn out i sometimes get a racing heart or palpitations",,,,,,"my entire body is trembling and shaky ive lost my ability to taste and smell, and im worn out i sometimes get a racing heart or palpitations"
diabetes,"i get skin irritations and rashes, especially in my skins crevices cuts and bruises on my skin also take a while to heal",,,,,,"i get skin irritations and rashes, especially in my skins crevices cuts and bruises on my skin also take a while to heal"
diabetes,"i frequently feel the want to urinate and have these strong cravings i get woozy and disoriented a lot moreover, i have lost my vision considerably",,,,,,"i frequently feel the want to urinate and have these strong cravings i get woozy and disoriented a lot moreover, i have lost my vision considerably"
diabetes,"i have breathing problems, especially when im outside im suddenly flushed and perspiring i experience yeast infections and urinary tract infections rather regularly",,,,,,"i have breathing problems, especially when im outside im suddenly flushed and perspiring i experience yeast infections and urinary tract infections rather regularly"
diabetes,"i have a dry cough that never stops i have palpitations and my infections dont appear to be getting better sometimes my throat hurts, but it seems to get better",,,,,,"i have a dry cough that never stops i have palpitations and my infections dont appear to be getting better sometimes my throat hurts, but it seems to get better"
diabetes,both my water intake and frequency of urination have increased my mouth and throat feel dry a lot my hunger and appetite have both increased recently,,,,,,both my water intake and frequency of urination have increased my mouth and throat feel dry a lot my hunger and appetite have both increased recently
diabetes,"my vision is blurry, and it feels like its getting worse all the time, i feel worn out and fatigued i occasionally have extreme lightheadedness and vertigo as well",,,,,,"my vision is blurry, and it feels like its getting worse all the time, i feel worn out and fatigued i occasionally have extreme lightheadedness and vertigo as well"
diabetes,"my mouth and throat are dry additionally, ive been growing increasingly hungry however, i do get periodic bouts of exhaustion",,,,,,"my mouth and throat are dry additionally, ive been growing increasingly hungry however, i do get periodic bouts of exhaustion"
diabetes,my wound is healing more slowly these days my feet and hands are tingling and becoming numb i feel really fragile,,,,,,my wound is healing more slowly these days my feet and hands are tingling and becoming numb i feel really fragile
diabetes,"my emotions fluctuate, and its hard for me to concentrate my mind can be foggy and foggy at times, making it difficult for me to perform even simple chores",,,,,,"my emotions fluctuate, and its hard for me to concentrate my mind can be foggy and foggy at times, making it difficult for me to perform even simple chores"
diabetes,"im shaking and trembling all over ive lost my sense of taste and smell, and im exhausted i occasionally get palpitations or a speeding heart",,,,,,"im shaking and trembling all over ive lost my sense of taste and smell, and im exhausted i occasionally get palpitations or a speeding heart"
diabetes,"particularly in the crevices of my skin, i have skin rashes and irritations my skin bruises and cuts take a while to heal as well",,,,,,"particularly in the crevices of my skin, i have skin rashes and irritations my skin bruises and cuts take a while to heal as well"
diabetes,i regularly experience these intense urges and the want to urinate i frequently feel drowsy and lost ive also significantly lost my vision,,,,,,i regularly experience these intense urges and the want to urinate i frequently feel drowsy and lost ive also significantly lost my vision
diabetes,"i have trouble breathing, especially outside i start to feel hot and start to sweat i frequently have urinary tract infections and yeast infections",,,,,,"i have trouble breathing, especially outside i start to feel hot and start to sweat i frequently have urinary tract infections and yeast infections"
diabetes,"i constantly sneeze and have a dry cough my infections dont seem to be healing, and i have palpitations my throat does ache occasionally, but it usually gets better",,,,,,"i constantly sneeze and have a dry cough my infections dont seem to be healing, and i have palpitations my throat does ache occasionally, but it usually gets better"
Fungal infection,"itching, skin rash, nodal skin eruptions, dischromic patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,"itching, skin rash, nodal skin eruptions, dischromic patches in humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle fungi can live in the air, soil, water, and plants there are also some fungi that live naturally in the human body like many microbes, there are helpful fungi and harmful fungi bath twice use detol or neem in bathing water keep infected area dry use clean cloths"
Fungal infection,"skin rash, nodal skin eruptions, dischromic patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,"skin rash, nodal skin eruptions, dischromic patches in humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle fungi can live in the air, soil, water, and plants there are also some fungi that live naturally in the human body like many microbes, there are helpful fungi and harmful fungi bath twice use detol or neem in bathing water keep infected area dry use clean cloths"
Fungal infection,"itching, nodal skin eruptions, dischromic patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,"itching, nodal skin eruptions, dischromic patches in humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle fungi can live in the air, soil, water, and plants there are also some fungi that live naturally in the human body like many microbes, there are helpful fungi and harmful fungi bath twice use detol or neem in bathing water keep infected area dry use clean cloths"
Fungal infection,"itching, skin rash, dischromic patches","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,"itching, skin rash, dischromic patches in humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle fungi can live in the air, soil, water, and plants there are also some fungi that live naturally in the human body like many microbes, there are helpful fungi and harmful fungi bath twice use detol or neem in bathing water keep infected area dry use clean cloths"
Fungal infection,"itching, skin rash, nodal skin eruptions","In humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle. Fungi can live in the air, soil, water, and plants. There are also some fungi that live naturally in the human body. Like many microbes, there are helpful fungi and harmful fungi.",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,"itching, skin rash, nodal skin eruptions in humans, fungal infections occur when an invading fungus takes over an area of the body and is too much for the immune system to handle fungi can live in the air, soil, water, and plants there are also some fungi that live naturally in the human body like many microbes, there are helpful fungi and harmful fungi bath twice use detol or neem in bathing water keep infected area dry use clean cloths"
Allergy,"continuous sneezing, shivering, chills, watering from eyes","An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",apply calamine,cover area with bandage,,use ice to compress itching,"continuous sneezing, shivering, chills, watering from eyes an allergy is an immune system response to a foreign substance thats not typically harmful to your bodythey can include certain foods, pollen, or pet dander your immune systems job is to keep you healthy by fighting harmful pathogens apply calamine cover area with bandage use ice to compress itching"
Allergy,"shivering, chills, watering from eyes","An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",apply calamine,cover area with bandage,,use ice to compress itching,"shivering, chills, watering from eyes an allergy is an immune system response to a foreign substance thats not typically harmful to your bodythey can include certain foods, pollen, or pet dander your immune systems job is to keep you healthy by fighting harmful pathogens apply calamine cover area with bandage use ice to compress itching"
Allergy,"continuous sneezing, chills, watering from eyes","An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",apply calamine,cover area with bandage,,use ice to compress itching,"continuous sneezing, chills, watering from eyes an allergy is an immune system response to a foreign substance thats not typically harmful to your bodythey can include certain foods, pollen, or pet dander your immune systems job is to keep you healthy by fighting harmful pathogens apply calamine cover area with bandage use ice to compress itching"
Allergy,"continuous sneezing, shivering, watering from eyes","An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",apply calamine,cover area with bandage,,use ice to compress itching,"continuous sneezing, shivering, watering from eyes an allergy is an immune system response to a foreign substance thats not typically harmful to your bodythey can include certain foods, pollen, or pet dander your immune systems job is to keep you healthy by fighting harmful pathogens apply calamine cover area with bandage use ice to compress itching"
Allergy,"continuous sneezing, shivering, chills","An allergy is an immune system response to a foreign substance that's not typically harmful to your body.They can include certain foods, pollen, or pet dander. Your immune system's job is to keep you healthy by fighting harmful pathogens.",apply calamine,cover area with bandage,,use ice to compress itching,"continuous sneezing, shivering, chills an allergy is an immune system response to a foreign substance thats not typically harmful to your bodythey can include certain foods, pollen, or pet dander your immune systems job is to keep you healthy by fighting harmful pathogens apply calamine cover area with bandage use ice to compress itching"
GERD,"stomach pain, acidity, ulcers on tongue, vomiting, cough, chest pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"stomach pain, acidity, ulcers on tongue, vomiting, cough, chest pain gastroesophageal reflux disease, or gerd, is a digestive disorder that affects the lower esophageal sphincter les, the ring of muscle between the esophagus and stomach many people, including pregnant women, suffer from heartburn or acid indigestion caused by gerd avoid fatty spicy food avoid lying down after eating maintain healthy weight exercise"
GERD,"stomach pain, ulcers on tongue, vomiting, cough, chest pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"stomach pain, ulcers on tongue, vomiting, cough, chest pain gastroesophageal reflux disease, or gerd, is a digestive disorder that affects the lower esophageal sphincter les, the ring of muscle between the esophagus and stomach many people, including pregnant women, suffer from heartburn or acid indigestion caused by gerd avoid fatty spicy food avoid lying down after eating maintain healthy weight exercise"
GERD,"stomach pain, acidity, vomiting, cough, chest pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"stomach pain, acidity, vomiting, cough, chest pain gastroesophageal reflux disease, or gerd, is a digestive disorder that affects the lower esophageal sphincter les, the ring of muscle between the esophagus and stomach many people, including pregnant women, suffer from heartburn or acid indigestion caused by gerd avoid fatty spicy food avoid lying down after eating maintain healthy weight exercise"
GERD,"stomach pain, acidity, ulcers on tongue, cough, chest pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"stomach pain, acidity, ulcers on tongue, cough, chest pain gastroesophageal reflux disease, or gerd, is a digestive disorder that affects the lower esophageal sphincter les, the ring of muscle between the esophagus and stomach many people, including pregnant women, suffer from heartburn or acid indigestion caused by gerd avoid fatty spicy food avoid lying down after eating maintain healthy weight exercise"
GERD,"stomach pain, acidity, ulcers on tongue, vomiting, chest pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"stomach pain, acidity, ulcers on tongue, vomiting, chest pain gastroesophageal reflux disease, or gerd, is a digestive disorder that affects the lower esophageal sphincter les, the ring of muscle between the esophagus and stomach many people, including pregnant women, suffer from heartburn or acid indigestion caused by gerd avoid fatty spicy food avoid lying down after eating maintain healthy weight exercise"
GERD,"stomach pain, acidity, ulcers on tongue, vomiting, cough","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"stomach pain, acidity, ulcers on tongue, vomiting, cough gastroesophageal reflux disease, or gerd, is a digestive disorder that affects the lower esophageal sphincter les, the ring of muscle between the esophagus and stomach many people, including pregnant women, suffer from heartburn or acid indigestion caused by gerd avoid fatty spicy food avoid lying down after eating maintain healthy weight exercise"
GERD,"acidity, ulcers on tongue, vomiting, cough, chest pain","Gastroesophageal reflux disease, or GERD, is a digestive disorder that affects the lower esophageal sphincter (LES), the ring of muscle between the esophagus and stomach. Many people, including pregnant women, suffer from heartburn or acid indigestion caused by GERD.",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"acidity, ulcers on tongue, vomiting, cough, chest pain gastroesophageal reflux disease, or gerd, is a digestive disorder that affects the lower esophageal sphincter les, the ring of muscle between the esophagus and stomach many people, including pregnant women, suffer from heartburn or acid indigestion caused by gerd avoid fatty spicy food avoid lying down after eating maintain healthy weight exercise"
Chronic cholestasis,"itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Chronic cholestasis,"vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Chronic cholestasis,"itching, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"itching, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Chronic cholestasis,"itching, vomiting, nausea, loss of appetite, abdominal pain, yellowing of eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"itching, vomiting, nausea, loss of appetite, abdominal pain, yellowing of eyes chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Chronic cholestasis,"itching, vomiting, yellowish skin, loss of appetite, abdominal pain, yellowing of eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"itching, vomiting, yellowish skin, loss of appetite, abdominal pain, yellowing of eyes chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Chronic cholestasis,"itching, vomiting, yellowish skin, nausea, abdominal pain, yellowing of eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"itching, vomiting, yellowish skin, nausea, abdominal pain, yellowing of eyes chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Chronic cholestasis,"itching, vomiting, yellowish skin, nausea, loss of appetite, yellowing of eyes","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"itching, vomiting, yellowish skin, nausea, loss of appetite, yellowing of eyes chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Chronic cholestasis,"itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain","Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases",cold baths,anti itch medicine,consult doctor,eat healthy,"itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases cold baths anti itch medicine consult doctor eat healthy"
Drug Reaction,"itching, skin rash, stomach pain, burning micturition, spotting urination",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,stop irritation,consult nearest hospital,stop taking drug,follow up,"itching, skin rash, stomach pain, burning micturition, spotting urination an adverse drug reaction adr is an injury caused by taking medication adrs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs stop irritation consult nearest hospital stop taking drug follow up"
Drug Reaction,"itching, stomach pain, burning micturition, spotting urination",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,stop irritation,consult nearest hospital,stop taking drug,follow up,"itching, stomach pain, burning micturition, spotting urination an adverse drug reaction adr is an injury caused by taking medication adrs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs stop irritation consult nearest hospital stop taking drug follow up"
Drug Reaction,"itching, skin rash, burning micturition, spotting urination",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,stop irritation,consult nearest hospital,stop taking drug,follow up,"itching, skin rash, burning micturition, spotting urination an adverse drug reaction adr is an injury caused by taking medication adrs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs stop irritation consult nearest hospital stop taking drug follow up"
Drug Reaction,"itching, skin rash, stomach pain, spotting urination",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,stop irritation,consult nearest hospital,stop taking drug,follow up,"itching, skin rash, stomach pain, spotting urination an adverse drug reaction adr is an injury caused by taking medication adrs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs stop irritation consult nearest hospital stop taking drug follow up"
Drug Reaction,"itching, skin rash, stomach pain, burning micturition",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,stop irritation,consult nearest hospital,stop taking drug,follow up,"itching, skin rash, stomach pain, burning micturition an adverse drug reaction adr is an injury caused by taking medication adrs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs stop irritation consult nearest hospital stop taking drug follow up"
Drug Reaction,"skin rash, stomach pain, burning micturition, spotting urination",An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,stop irritation,consult nearest hospital,stop taking drug,follow up,"skin rash, stomach pain, burning micturition, spotting urination an adverse drug reaction adr is an injury caused by taking medication adrs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs stop irritation consult nearest hospital stop taking drug follow up"
Peptic ulcer diseae,"vomiting, loss of appetite, abdominal pain, passage of gases, internal itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"vomiting, loss of appetite, abdominal pain, passage of gases, internal itching peptic ulcer disease pud is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer avoid fatty spicy food consume probiotic food eliminate milk limit alcohol"
Peptic ulcer diseae,"vomiting, indigestion, abdominal pain, passage of gases, internal itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"vomiting, indigestion, abdominal pain, passage of gases, internal itching peptic ulcer disease pud is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer avoid fatty spicy food consume probiotic food eliminate milk limit alcohol"
Peptic ulcer diseae,"indigestion, loss of appetite, abdominal pain, passage of gases, internal itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"indigestion, loss of appetite, abdominal pain, passage of gases, internal itching peptic ulcer disease pud is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer avoid fatty spicy food consume probiotic food eliminate milk limit alcohol"
Peptic ulcer diseae,"vomiting, indigestion, loss of appetite, passage of gases, internal itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"vomiting, indigestion, loss of appetite, passage of gases, internal itching peptic ulcer disease pud is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer avoid fatty spicy food consume probiotic food eliminate milk limit alcohol"
Peptic ulcer diseae,"vomiting, indigestion, loss of appetite, abdominal pain, internal itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"vomiting, indigestion, loss of appetite, abdominal pain, internal itching peptic ulcer disease pud is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer avoid fatty spicy food consume probiotic food eliminate milk limit alcohol"
Peptic ulcer diseae,"vomiting, indigestion, loss of appetite, abdominal pain, passage of gases","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"vomiting, indigestion, loss of appetite, abdominal pain, passage of gases peptic ulcer disease pud is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer avoid fatty spicy food consume probiotic food eliminate milk limit alcohol"
Peptic ulcer diseae,"vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching","Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching peptic ulcer disease pud is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer avoid fatty spicy food consume probiotic food eliminate milk limit alcohol"
AIDS,"muscle wasting, patches in throat, high fever, extra marital contacts","Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",avoid open cuts,wear ppe if possible,consult doctor,follow up,"muscle wasting, patches in throat, high fever, extra marital contacts acquired immunodeficiency syndrome aids is a chronic, potentially lifethreatening condition caused by the human immunodeficiency virus hiv by damaging your immune system, hiv interferes with your bodys ability to fight infection and disease avoid open cuts wear ppe if possible consult doctor follow up"
AIDS,"patches in throat, high fever, extra marital contacts","Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",avoid open cuts,wear ppe if possible,consult doctor,follow up,"patches in throat, high fever, extra marital contacts acquired immunodeficiency syndrome aids is a chronic, potentially lifethreatening condition caused by the human immunodeficiency virus hiv by damaging your immune system, hiv interferes with your bodys ability to fight infection and disease avoid open cuts wear ppe if possible consult doctor follow up"
AIDS,"muscle wasting, high fever, extra marital contacts","Acquired immunodeficiency syndrome (AIDS) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (HIV). By damaging your immune system, HIV interferes with your body's ability to fight infection and disease.",avoid open cuts,wear ppe if possible,consult doctor,follow up,"muscle wasting, high fever, extra marital contacts acquired immunodeficiency syndrome aids is a chronic, potentially lifethreatening condition caused by the human immunodeficiency virus hiv by damaging your immune system, hiv interferes with your bodys ability to fight infection and disease avoid open cuts wear ppe if possible consult doctor follow up"
